日期,交运设备,燃气,汽车零部件,航运港口,房地产服务,仪器仪表,采掘行业,游戏,汽车服务,电网设备,中药,风电设备,珠宝首饰,酿酒行业,纺织服装,包装材料,保险,环保行业,证券,计算机设备,公用事业,铁路公路,生物制品,航空机场,非金属材料,造纸印刷,互联网服务,塑料制品,光学光电子,钢铁行业,橡胶制品,多元金融,航天航空,光伏设备,煤炭行业,石油行业,工程咨询服务,化学制药,工程建设,农牧饲渔,消费电子,工程机械,医疗服务,化学原料,通信设备,文化传媒,房地产开发,汽车整车,医药商业,水泥建材,装修建材,通用设备,贵金属,化纤行业,玻璃玻纤,电子化学品,教育,贸易行业,有色金属,半导体,装修装饰,食品饮料,旅游酒店,小金属,电机,家用轻工,银行,电子元件,专业服务,电源设备,美容护理,专用设备,医疗器械,物流行业,船舶制造,化肥行业,农药兽药,软件开发,通信服务,电力行业,电池,商业百货,家电行业,综合行业,化学制品,能源金属
2010-01-04,3272.14,,8748.04,6613.84,,3470.89,,,,12644.23,,,,13590.97,6407.06,,932.99,,105002.07,,4203.15,3504.27,,3597.47,,3405.54,5449.42,5165.03,,6076.78,,,11572.78,,8880.4,9096.24,,8373.98,8476.49,5804.08,,,,,6269.78,6044.46,9866.87,,,10340.73,6164.8,12202.41,,5543.86,12212.73,,,5323.52,12377.57,,,8769.0,6909.1,,,10175.17,2051.95,4783.72,,,,,,3701.74,,,,,,7238.12,,11593.36,4195.37,4514.35,7180.01,
2010-01-05,3315.17,,8684.06,6676.31,,3532.78,,,,12718.78,,,,13676.64,6459.08,,945.87,,109642.23,,4215.65,3552.09,,3689.18,,3426.27,5596.71,5186.89,,6051.14,,,11796.64,,9203.1,9155.55,,8430.57,8474.03,5877.19,,,,,6429.77,6179.82,9687.88,,,10391.46,6207.3,12246.58,,5596.72,12264.28,,,5395.45,12747.66,,,8822.49,6900.61,,,10231.04,2072.73,4892.43,,,,,,3702.55,,,,,,7278.39,,11616.7,4185.13,4544.74,7250.16,
2010-01-06,3294.68,,8557.25,6659.84,,3551.41,,,,12681.18,,,,13487.85,6444.51,,920.52,,108692.88,,4219.31,3540.72,,3646.41,,3435.34,5554.44,5186.57,,6110.27,,,11965.9,,9220.54,8980.41,,8435.55,8501.1,5785.91,,,,,6332.12,6149.9,9700.91,,,10357.54,6166.65,12288.3,,5618.79,12261.66,,,5365.39,12769.31,,,8834.08,6873.0,,,10211.0,2046.3,4889.02,,,,,,3691.18,,,,,,7268.17,,11543.34,4106.31,4525.46,7233.97,
2010-01-07,3251.44,,8287.0,6511.72,,3529.43,,,,12616.04,,,,13184.84,6298.29,,903.46,,106399.31,,4122.24,3504.73,,3606.64,,3390.21,5440.7,5056.5,,5940.52,,,11713.88,,9039.13,8766.61,,8214.61,8377.97,5661.37,,,,,6138.21,6065.56,9643.66,,,10083.69,6027.41,12003.22,,5587.18,11914.31,,,5253.12,12636.81,,,8555.37,6891.12,,,9981.05,2001.6,4790.76,,,,,,3623.6,,,,,,7128.7,,11274.56,3988.15,4434.83,7074.31,
2010-01-08,3277.32,,8257.79,6555.86,,3535.19,,,,12669.73,,,,13301.68,6344.01,,901.79,,108504.03,,4147.87,3540.1,,3630.01,,3419.06,5565.78,5078.21,,5959.97,,,11785.87,,8936.61,8690.43,,8262.55,8446.94,5724.41,,,,,6226.13,6255.98,9785.95,,,10172.76,6083.42,12030.52,,5658.76,11941.73,,,5269.86,12489.86,,,8606.44,7031.08,,,10163.42,2010.79,4914.48,,,,,,3647.97,,,,,,7188.88,,11435.68,4056.13,4502.17,7115.91,
2010-01-11,3294.45,,8157.86,6628.04,,3617.27,,,,12689.21,,,,13258.33,6453.1,,896.89,,110795.51,,4149.89,3571.79,,3634.5,,3416.24,5764.52,5142.69,,5938.46,,,12056.19,,8862.4,8665.37,,8246.72,8478.92,5712.89,,,,,6298.68,6482.39,9618.81,,,10150.73,6127.45,12028.66,,5700.15,11862.84,,,5302.11,12600.76,,,8626.49,7079.29,,,10394.84,2027.12,5023.05,,,,,,3660.85,,,,,,7216.36,,11454.07,4002.3,4538.97,7149.14,
2010-01-12,3367.3,,8382.18,6933.3,,3687.52,,,,12842.85,,,,13542.8,6593.39,,909.7,,111377.75,,4233.69,3628.25,,3764.77,,3492.32,5816.83,5289.62,,5978.96,,,12204.69,,8945.26,8858.79,,8475.09,8585.97,5886.76,,,,,6579.26,6544.52,9751.06,,,10353.26,6404.28,12322.72,,5880.48,12193.49,,,5404.85,12744.38,,,8802.28,7162.27,,,10539.01,2043.13,5053.4,,,,,,3763.93,,,,,,7328.54,,11676.78,4094.17,4614.28,7341.12,
2010-01-13,3312.08,,8237.67,6796.24,,3661.66,,,,12585.59,,,,13496.09,6545.84,,869.16,,105883.45,,4165.72,3606.76,,3720.46,,3454.76,5897.13,5216.51,,5800.09,,,12180.22,,8475.74,8574.69,,8495.15,8402.95,5799.06,,,,,6650.45,6716.65,9447.28,,,10094.9,6357.77,12134.28,,5985.99,12023.52,,,5327.35,12135.33,,,8734.68,7162.16,,,10540.03,1952.32,5013.64,,,,,,3711.3,,,,,,7229.61,,11495.74,4066.36,4543.78,7314.64,
2010-01-14,3385.56,,8413.18,6952.53,,3790.14,,,,12982.68,,,,14009.28,6691.08,,882.88,,107385.63,,4238.51,3660.23,,3911.0,,3530.09,6067.64,5358.19,,5867.76,,,12437.94,,8594.58,8633.14,,8733.19,8496.24,5932.06,,,,,6776.93,6979.28,9546.43,,,10222.07,6527.68,12424.25,,6046.23,12312.24,,,5453.4,12238.86,,,8928.34,7277.5,,,10778.33,1957.54,5179.28,,,,,,3774.88,,,,,,7338.42,,11823.56,4259.85,4658.28,7470.77,
2010-01-15,3386.41,,8528.93,6943.03,,3816.92,,,,13162.2,,,,14007.88,6744.8,,889.75,,106886.99,,4264.85,3682.09,,3887.93,,3576.56,6083.31,5414.13,,5859.81,,,12419.74,,8569.98,8695.82,,8766.04,8521.58,5962.88,,,,,6743.66,6878.92,9739.1,,,10359.95,6586.92,12631.48,,6022.21,12534.36,,,5454.98,12278.27,,,9007.72,7341.8,,,10939.57,1958.83,5153.62,,,,,,3798.58,,,,,,7341.66,,11902.79,4262.09,4701.8,7528.32,
2010-01-18,3512.6,,8580.24,7065.24,,3848.77,,,,13228.39,,,,14279.7,6832.32,,875.43,,103957.27,,4328.84,3807.49,,4065.22,,3612.28,6145.32,5484.22,,5889.42,,,12653.34,,8566.06,8629.55,,8936.06,8568.04,6099.7,,,,,6804.56,6974.99,9903.07,,,10489.96,6751.82,12812.6,,6073.26,12730.28,,,5506.52,12287.27,,,9196.87,7621.81,,,11014.0,1958.31,5215.49,,,,,,3872.7,,,,,,7398.02,,12205.05,4303.87,4780.2,7686.44,
2010-01-19,3490.9,,8568.54,7013.41,,3819.68,,,,13250.81,,,,14161.54,6807.2,,878.55,,104975.23,,4314.61,3869.35,,4068.25,,3659.94,6091.82,5464.91,,5923.73,,,12482.28,,8624.38,8702.62,,8914.88,8579.68,6093.43,,,,,6699.17,7026.46,9902.15,,,10529.22,6665.94,12723.93,,6036.66,12756.0,,,5601.77,12430.94,,,9147.2,7639.39,,,10953.98,1961.66,5172.29,,,,,,3863.26,,,,,,7365.67,,12197.91,4302.5,4825.43,7620.92,
2010-01-20,3461.69,,8319.27,6947.56,,3774.79,,,,13151.2,,,,13720.42,6629.12,,855.54,,101447.45,,4216.85,3884.84,,3971.33,,3533.84,5777.39,5273.05,,5713.95,,,11852.61,,8257.57,8337.67,,8625.35,8332.15,5877.2,,,,,6393.51,6762.91,9616.07,,,10095.19,6408.78,12288.27,,5740.39,12416.44,,,5418.71,12004.1,,,8881.49,7330.9,,,10510.44,1917.32,4889.51,,,,,,3719.02,,,,,,7174.69,,11775.28,4154.53,4686.74,7351.54,
2010-01-21,3434.91,,8318.02,6910.42,,3804.87,,,,13271.72,,,,13728.69,6713.95,,872.99,,102546.62,,4285.03,3844.63,,3978.04,,3542.38,5778.83,5311.07,,5635.28,,,11874.37,,8078.66,8268.23,,8655.23,8353.58,5901.48,,,,,6446.52,6876.53,9716.93,,,10094.49,6550.47,12274.6,,5761.77,12432.64,,,5476.43,11826.24,,,8945.35,7467.56,,,10713.0,1945.97,4891.02,,,,,,3775.86,,,,,,7197.59,,11894.07,4158.9,4737.55,7374.43,
2010-01-22,3407.87,,8157.67,6768.88,,3644.6,,,,12795.2,,,,13364.97,6550.79,,875.23,,100067.64,,4194.88,3781.66,,3886.42,,3449.33,5590.16,5206.02,,5485.02,,,11498.65,,7820.12,8184.09,,8497.57,8301.03,5769.17,,,,,6360.76,6676.7,9486.97,,,9818.72,6276.08,11921.84,,5668.17,12059.83,,,5319.93,11457.33,,,8717.68,7391.18,,,10513.16,1973.0,4760.23,,,,,,3735.49,,,,,,7090.76,,11615.73,4091.29,4604.57,7183.46,
2010-01-25,3340.34,,8011.9,6654.87,,3599.41,,,,12598.18,,,,13341.75,6426.37,,874.84,,100070.26,,4122.52,3721.83,,3782.33,,3411.88,5526.96,5161.09,,5381.53,,,11532.17,,7779.26,8140.76,,8401.27,8160.6,5771.53,,,,,6198.71,6537.63,9339.81,,,9752.8,6177.53,11771.69,,5556.19,11925.13,,,5234.24,11443.59,,,8603.56,7251.33,,,10406.82,1950.14,4717.77,,,,,,3675.43,,,,,,7067.16,,11455.86,3987.83,4526.56,7067.89,
2010-01-26,3156.54,,7759.56,6451.78,,3461.33,,,,12247.79,,,,13029.54,6163.45,,854.27,,98036.0,,3966.61,3590.97,,3629.63,,3265.22,5363.07,4970.69,,5230.16,,,11016.42,,7463.85,7847.03,,8125.82,7876.03,5596.12,,,,,6072.16,6281.53,8912.61,,,9461.65,5946.83,11343.97,,5280.54,11571.94,,,5059.31,11024.34,,,8281.61,6951.7,,,9975.25,1946.6,4548.07,,,,,,3599.02,,,,,,6879.68,,11049.48,3910.06,4374.34,6827.72,
2010-01-27,3112.59,,7593.05,6412.91,,3400.55,,,,12144.43,,,,12793.07,6116.15,,833.15,,96696.98,,3937.62,3594.35,,3652.34,,3221.72,5388.87,4916.95,,5214.63,,,11124.37,,7460.03,7753.83,,8076.59,7843.05,5630.56,,,,,6077.47,6234.54,8871.67,,,9395.29,5896.71,11244.62,,5251.81,11484.02,,,5030.54,10793.98,,,8191.66,6931.43,,,10065.57,1909.5,4518.8,,,,,,3611.59,,,,,,6854.89,,10915.53,3939.77,4341.76,6756.91,
2010-01-28,3187.62,,7689.33,6454.9,,3451.26,,,,12322.09,,,,13003.85,6191.56,,822.22,,96519.21,,3968.68,3676.64,,3817.97,,3253.16,5545.55,4947.04,,5247.03,,,11276.73,,7520.9,7767.12,,8231.08,7880.4,5726.05,,,,,6129.24,6456.12,8953.36,,,9486.51,5971.67,11363.78,,5305.65,11596.42,,,5109.43,10717.36,,,8282.38,7065.25,,,10311.05,1893.83,4585.28,,,,,,3624.5,,,,,,6902.58,,11061.37,4004.61,4416.57,6853.33,
2010-01-29,3216.96,,7688.06,6422.9,,3484.41,,,,12365.15,,,,13144.7,6236.82,,815.21,,96439.36,,3954.02,3682.46,,3806.05,,3263.45,5566.15,4959.83,,5241.4,,,11447.44,,7470.21,7715.97,,8412.81,7880.14,5843.75,,,,,6167.35,6483.43,8939.17,,,9741.89,6067.41,11343.68,,5335.71,11677.36,,,5126.11,10657.0,,,8410.06,7083.86,,,10396.23,1888.47,4611.53,,,,,,3598.49,,,,,,6902.07,,11223.79,4016.3,4439.58,6883.75,
2010-02-01,3235.89,,7603.63,6267.26,,3446.79,,,,11996.65,,,,13193.89,6160.83,,818.55,,91995.64,,3924.08,3629.17,,3851.38,,3215.42,5424.48,4824.36,,5141.18,,,11498.28,,7131.76,7542.88,,8451.65,7805.12,5816.7,,,,,5947.79,6436.12,9022.4,,,9794.7,6028.96,11129.48,,5159.57,11400.56,,,5061.19,10284.48,,,8251.43,7082.98,,,10105.26,1863.54,4457.85,,,,,,3542.51,,,,,,6769.9,,11169.5,4023.16,4370.02,6761.94,
2010-02-02,3240.04,,7566.47,6277.56,,3442.84,,,,11849.42,,,,12972.99,6116.79,,812.15,,91077.35,,3886.68,3703.06,,3773.29,,3205.87,5376.58,4810.67,,5131.48,,,11145.26,,7166.42,7513.96,,8362.42,7755.34,5796.78,,,,,5918.37,6335.29,8942.52,,,9677.5,5888.46,11074.03,,5149.87,11286.16,,,5032.57,10530.36,,,8173.51,6990.58,,,10076.23,1872.63,4464.99,,,,,,3515.86,,,,,,6743.11,,11053.3,4068.21,4364.63,6737.62,
2010-02-03,3349.14,,7747.05,6441.34,,3504.59,,,,12016.47,,,,13078.77,6252.21,,841.58,,94558.27,,4017.53,3826.09,,3876.08,,3277.73,5421.75,4904.79,,5243.63,,,11154.39,,7669.92,7671.58,,8366.42,7885.7,5792.92,,,,,5972.98,6324.74,9134.59,,,9711.44,5948.66,11312.61,,5241.18,11543.07,,,5158.76,10903.89,,,8204.88,7130.13,,,10239.57,1917.94,4530.57,,,,,,3572.38,,,,,,6872.87,,11143.26,4099.79,4457.44,6840.11,
2010-02-04,3444.07,,7798.94,6441.71,,3529.11,,,,12051.17,,,,13236.4,6323.79,,837.76,,93927.76,,4085.39,3865.33,,3981.14,,3312.46,5501.18,4931.28,,5225.59,,,11107.13,,7535.94,7585.25,,8444.45,7987.97,5920.26,,,,,5932.65,6633.14,9249.11,,,9955.41,5984.53,11324.49,,5292.91,11513.18,,,5187.66,10725.65,,,8249.22,7459.51,,,10357.77,1904.79,4568.06,,,,,,3584.95,,,,,,6918.07,,11226.14,4068.68,4518.78,6851.57,
2010-02-05,3297.84,,7650.93,6328.78,,3466.89,,,,12047.67,,,,13066.24,6216.58,,818.84,,91875.67,,4044.77,3773.06,,3938.31,,3222.45,5409.19,4871.92,,5128.96,,,10917.45,,7270.1,7423.34,,8304.1,7873.22,5806.98,,,,,5792.08,6414.54,9007.88,,,9613.75,5914.07,11062.37,,5183.77,11218.68,,,5140.03,10397.05,,,8147.36,7272.72,,,10073.42,1885.99,4470.05,,,,,,3543.51,,,,,,6869.99,,11111.33,3947.95,4456.98,6701.19,
2010-02-08,3335.55,,7643.51,6333.2,,3467.6,,,,12035.04,,,,13163.63,6267.98,,818.17,,93378.61,,4066.34,3765.83,,4008.15,,3216.23,5389.88,4877.15,,5134.57,,,10864.95,,7342.45,7364.68,,8306.08,7883.02,5834.21,,,,,5729.58,6467.65,8964.32,,,9613.85,5822.34,11078.47,,5291.32,11144.66,,,5156.56,10415.68,,,8214.74,7283.45,,,10224.71,1876.78,4446.53,,,,,,3517.93,,,,,,6856.58,,11196.63,3927.98,4512.0,6716.23,
2010-02-09,3304.62,,7648.03,6388.43,,3529.77,,,,12044.57,,,,13123.91,6278.03,,824.4,,93768.41,,4075.41,3870.32,,3967.33,,3230.79,5378.72,4858.96,,5163.15,,,10930.51,,7394.93,7392.91,,8287.92,7908.5,5792.33,,,,,5734.96,6414.24,8931.31,,,9628.85,5818.31,11083.14,,5257.73,11209.9,,,5173.58,10619.15,,,8176.19,7237.33,,,10078.77,1881.53,4512.25,,,,,,3557.98,,,,,,6906.27,,11152.82,3937.34,4508.35,6746.59,
2010-02-10,3309.87,,7753.37,6417.21,,3540.72,,,,12165.9,,,,13224.74,6325.64,,841.48,,95701.61,,4102.0,3837.39,,4020.71,,3283.48,5464.55,4929.59,,5216.88,,,11352.72,,7517.68,7488.49,,8364.81,7943.9,5833.57,,,,,5833.02,6564.18,9061.17,,,9780.15,5895.45,11231.98,,5366.91,11383.51,,,5208.61,10724.27,,,8273.34,7309.67,,,10176.24,1893.74,4565.94,,,,,,3583.29,,,,,,6925.71,,11257.99,3989.04,4543.18,6821.71,
2010-02-11,3338.56,,7751.21,6396.1,,3515.88,,,,12166.65,,,,13288.22,6287.57,,841.49,,95327.48,,4065.9,3791.77,,3940.43,,3286.49,5465.04,4904.93,,5359.14,,,11264.54,,7494.14,7518.79,,8373.0,7957.28,5795.32,,,,,5856.63,6536.26,9116.83,,,9712.07,5834.65,11208.16,,5339.06,11431.21,,,5180.29,10798.08,,,8203.83,7245.04,,,10089.81,1891.98,4549.21,,,,,,3569.91,,,,,,6922.16,,11210.12,4042.17,4515.82,6819.21,
2010-02-12,3407.15,,7837.87,6440.11,,3558.29,,,,12272.24,,,,13354.08,6367.35,,857.3,,97031.14,,4097.95,3832.75,,3979.42,,3316.94,5529.66,4960.95,,5396.99,,,11428.84,,7627.92,7622.18,,8459.76,7977.45,5882.0,,,,,5925.34,6621.69,9211.03,,,9798.35,5907.82,11336.99,,5410.56,11558.87,,,5269.48,10984.89,,,8261.11,7358.72,,,10270.75,1908.31,4608.34,,,,,,3593.71,,,,,,6974.2,,11405.38,4106.27,4568.58,6909.01,
2010-02-22,3405.65,,7821.94,6443.9,,3577.19,,,,12311.18,,,,13218.62,6422.51,,845.59,,97543.52,,4105.19,3851.79,,4041.66,,3330.4,5496.12,4957.66,,5379.9,,,11612.68,,7559.55,7551.02,,8470.73,8032.88,5951.66,,,,,5877.43,6535.73,9140.14,,,9896.07,6026.44,11322.2,,5418.17,11613.5,,,5286.16,10946.29,,,8304.94,7324.05,,,10297.26,1895.76,4602.6,,,,,,3601.78,,,,,,6959.97,,11372.84,4093.08,4598.68,6943.53,
2010-02-23,3482.79,,7990.93,6457.73,,3645.91,,,,12494.32,,,,13140.57,6480.25,,811.64,,95179.63,,4139.3,3883.04,,4004.26,,3435.99,5550.69,5013.16,,5347.92,,,11810.94,,7405.3,7465.92,,8568.77,7998.13,6034.27,,,,,5910.16,6614.51,9115.85,,,9965.65,6147.19,11314.71,,5433.4,11797.47,,,5317.36,10784.51,,,8364.61,7408.43,,,10322.19,1879.12,4663.76,,,,,,3580.65,,,,,,7016.04,,11416.6,4132.56,4681.79,7033.35,
2010-02-24,3541.02,,8121.55,6528.85,,3717.0,,,,12744.98,,,,13305.8,6608.32,,816.09,,96261.28,,4207.97,3902.99,,4163.71,,3454.52,5668.24,5123.72,,5477.33,,,12034.94,,7506.08,7574.42,,8820.19,8144.85,6101.12,,,,,6022.66,6752.03,9279.85,,,10111.48,6291.02,11571.29,,5593.25,12064.88,,,5373.08,10912.86,,,8578.11,7479.78,,,10522.23,1886.52,4764.45,,,,,,3646.47,,,,,,7189.14,,11595.21,4215.44,4763.9,7187.36,
2010-02-25,3614.95,,8226.84,6592.1,,3757.83,,,,12869.89,,,,13456.65,6679.94,,820.65,,97832.45,,4272.06,3975.67,,4236.46,,3480.49,5732.02,5198.96,,5487.63,,,12192.31,,7650.57,7666.32,,8891.93,8230.82,6174.81,,,,,6066.12,6866.17,9575.02,,,10211.47,6323.78,11789.81,,5738.49,12159.98,,,5451.27,11070.15,,,8779.94,7604.62,,,10800.99,1909.87,4813.94,,,,,,3683.02,,,,,,7236.41,,11868.32,4272.75,4836.29,7266.0,
2010-02-26,3670.23,,8284.94,6548.61,,3756.92,,,,12846.81,,,,13356.1,6710.41,,815.29,,96779.98,,4253.9,4007.11,,4231.95,,3537.62,5748.27,5203.88,,5419.8,,,12640.59,,7566.1,7659.85,,8974.92,8183.34,6161.7,,,,,6113.63,6907.0,9546.89,,,10243.99,6356.07,11775.78,,5722.05,12173.47,,,5478.59,10935.48,,,8764.2,7577.08,,,10802.99,1905.18,4801.99,,,,,,3668.23,,,,,,7217.09,,11845.65,4270.41,4844.31,7297.33,
2010-03-01,3712.41,,8349.03,6590.15,,3854.83,,,,12942.88,,,,13472.27,6789.39,,842.97,,97918.77,,4319.68,4103.56,,4295.62,,3566.04,5812.32,5280.42,,5471.38,,,12586.51,,7688.11,7729.85,,9054.5,8277.44,6273.92,,,,,6142.85,6989.19,9611.64,,,10382.67,6452.46,11919.87,,5780.85,12265.5,,,5539.09,11264.52,,,8859.34,7663.02,,,10841.93,1924.13,4869.58,,,,,,3692.98,,,,,,7300.2,,12018.75,4277.58,4914.88,7371.48,
2010-03-02,3680.68,,8297.04,6573.29,,3860.94,,,,13085.76,,,,13445.33,6890.87,,838.57,,96973.8,,4322.6,4055.63,,4234.37,,3539.37,5871.95,5332.55,,5416.15,,,12777.56,,7544.69,7658.27,,9008.27,8309.07,6233.28,,,,,6143.55,6907.71,9672.48,,,10361.74,6547.08,11924.43,,5777.15,12306.62,,,5514.3,11031.64,,,8917.77,7614.44,,,10840.4,1923.45,4948.4,,,,,,3658.74,,,,,,7287.74,,11982.24,4279.22,4931.25,7397.48,
2010-03-03,3728.56,,8441.91,6646.37,,3997.08,,,,13592.63,,,,13479.81,7032.93,,837.73,,97922.2,,4370.95,4104.63,,4262.29,,3577.69,5935.01,5407.3,,5465.11,,,12841.32,,7647.45,7685.17,,9080.0,8332.79,6494.28,,,,,6185.68,7017.09,9662.39,,,10498.66,6634.42,12079.27,,5852.24,12499.61,,,5591.47,11116.03,,,9093.85,7820.8,,,10945.49,1930.06,5009.02,,,,,,3684.34,,,,,,7368.83,,12034.12,4332.73,5006.29,7506.72,
2010-03-04,3579.75,,8236.79,6610.06,,3848.4,,,,13224.25,,,,13183.16,6807.7,,817.76,,94639.58,,4195.69,3964.36,,4187.42,,3466.97,5699.69,5197.88,,5355.47,,,12332.74,,7459.17,7514.94,,8784.69,8129.53,6171.25,,,,,5983.79,6746.82,9446.6,,,10154.49,6343.61,11679.55,,5596.81,12093.78,,,5420.61,10800.24,,,8733.15,7497.55,,,10605.15,1904.38,4785.98,,,,,,3589.23,,,,,,7152.26,,11674.66,4205.4,4837.17,7244.6,
2010-03-05,3597.25,,8326.37,6771.35,,3808.56,,,,13162.81,,,,13190.32,6825.01,,819.82,,96363.2,,4222.0,3973.51,,4175.84,,3466.93,5722.66,5274.37,,5396.24,,,12160.61,,7436.53,7512.44,,8821.89,8131.6,6114.34,,,,,5982.01,6686.12,9452.65,,,10216.62,6319.05,11696.72,,5626.08,12188.23,,,5488.13,10849.97,,,8806.68,7555.28,,,10658.96,1899.77,4822.71,,,,,,3593.99,,,,,,7165.5,,11705.12,4232.27,4914.04,7274.11,
2010-03-08,3672.61,,8417.37,6750.67,,3873.16,,,,13330.52,,,,13226.8,6904.54,,827.22,,96485.59,,4259.11,4011.44,,4243.64,,3497.32,5764.57,5339.92,,5482.4,,,12221.79,,7509.22,7558.54,,8896.12,8170.5,6158.23,,,,,5994.83,6794.96,9589.48,,,10319.6,6427.64,11834.64,,5675.71,12323.24,,,5539.44,10922.57,,,8826.41,7649.68,,,10758.81,1907.28,4876.31,,,,,,3610.34,,,,,,7200.41,,11781.82,4267.12,4971.9,7366.74,
2010-03-09,3686.34,,8467.35,6695.26,,3839.09,,,,13262.13,,,,13232.26,6900.84,,850.14,,96953.02,,4245.29,3972.86,,4245.02,,3499.63,5748.58,5365.78,,5489.25,,,12187.63,,7704.53,7596.87,,8892.01,8199.42,6121.53,,,,,6003.57,6783.55,9802.13,,,10320.04,6393.42,11850.9,,5730.69,12324.53,,,5575.84,10962.35,,,8792.17,7701.95,,,10650.62,1924.84,4877.66,,,,,,3600.19,,,,,,7215.73,,11782.83,4237.96,4955.55,7380.44,
2010-03-10,3633.57,,8300.84,6602.6,,3849.0,,,,13089.97,,,,13083.75,6900.06,,850.35,,96764.78,,4198.55,3946.31,,4197.52,,3510.04,5693.36,5353.6,,5507.83,,,12036.88,,7590.61,7640.56,,8763.96,8124.75,6062.76,,,,,5963.86,6680.28,9646.06,,,10240.08,6306.6,11702.19,,5637.65,12211.17,,,5498.23,10964.03,,,8696.84,7557.01,,,10553.16,1913.03,4813.45,,,,,,3563.23,,,,,,7158.16,,11661.43,4178.66,4898.72,7294.44,
2010-03-11,3582.48,,8173.36,6582.05,,3827.29,,,,12922.28,,,,13003.11,6858.88,,850.19,,98647.57,,4163.0,3956.18,,4221.81,,3527.46,5652.5,5298.66,,5526.93,,,11923.53,,7537.13,7773.45,,8688.58,8129.78,6004.99,,,,,5956.79,6584.42,9588.02,,,10240.39,6238.49,11652.32,,5597.88,12253.42,,,5496.39,10866.32,,,8637.04,7473.62,,,10597.13,1924.67,4771.57,,,,,,3561.76,,,,,,7147.93,,11631.9,4148.11,4849.17,7262.48,
2010-03-12,3540.55,,8058.14,6477.34,,3776.84,,,,12717.91,,,,12865.51,6767.58,,841.18,,97553.16,,4105.56,3881.01,,4087.35,,3473.86,5576.09,5205.26,,5442.92,,,11875.92,,7432.24,7660.41,,8580.89,8008.52,5922.14,,,,,5855.4,6521.02,9417.66,,,10077.83,6139.78,11501.96,,5568.96,11976.06,,,5390.18,10712.04,,,8555.58,7359.32,,,10524.02,1909.21,4690.88,,,,,,3510.88,,,,,,7064.02,,11453.24,4097.67,4778.74,7146.15,
2010-03-15,3590.51,,7952.34,6431.99,,3754.2,,,,12645.38,,,,12639.72,6702.49,,828.28,,97004.67,,4104.4,3855.58,,3998.47,,3440.33,5511.77,5169.18,,5316.96,,,11655.7,,7266.33,7556.8,,8546.18,7976.83,5917.65,,,,,5804.83,6457.28,9364.81,,,9945.08,6081.32,11369.5,,5527.04,11867.17,,,5343.01,10486.74,,,8449.17,7341.38,,,10513.85,1895.97,4641.35,,,,,,3480.24,,,,,,6996.19,,11334.56,4040.64,4779.03,7060.73,
2010-03-16,3699.27,,8004.34,6473.62,,3858.21,,,,12711.5,,,,12725.51,6765.94,,832.56,,97787.38,,4125.1,3862.79,,4109.07,,3459.15,5569.45,5229.68,,5335.76,,,11700.16,,7232.73,7663.41,,8587.89,8016.95,5962.0,,,,,5814.79,6552.83,9463.86,,,9974.13,6091.34,11423.24,,5560.0,11965.12,,,5412.62,10540.72,,,8499.69,7421.36,,,10574.94,1902.81,4718.18,,,,,,3496.73,,,,,,7032.79,,11426.98,4067.3,4833.77,7110.46,
2010-03-17,3728.41,,8206.55,6608.47,,3944.6,,,,12990.17,,,,13019.78,6921.37,,860.31,,99278.2,,4213.99,3932.78,,4173.53,,3553.52,5753.48,5358.6,,5412.62,,,12057.65,,7395.83,7762.96,,8794.2,8141.48,6065.09,,,,,5959.7,6733.07,9680.04,,,10205.25,6249.28,11710.12,,5729.51,12212.92,,,5540.48,10775.01,,,8722.23,7584.59,,,10726.14,1924.57,4877.84,,,,,,3558.26,,,,,,7144.14,,11666.12,4172.64,4954.21,7289.89,
2010-03-18,4090.28,,8198.17,6591.4,,3957.68,,,,12962.64,,,,13003.99,6988.72,,853.39,,98606.54,,4206.35,3914.03,,4175.44,,3559.14,5832.34,5390.28,,5390.93,,,11963.53,,7461.42,7762.26,,8770.49,8141.99,6053.05,,,,,5952.0,6768.23,9798.71,,,10244.87,6300.48,11707.54,,5747.1,12223.27,,,5559.59,10734.71,,,8709.48,7601.61,,,10783.55,1915.86,4926.88,,,,,,3545.88,,,,,,7124.23,,11673.64,4183.76,4962.51,7304.85,
2010-03-19,4165.91,,8245.02,6646.67,,3989.79,,,,13005.41,,,,13128.05,7023.97,,859.61,,98834.75,,4241.71,3916.35,,4349.86,,3587.94,5890.73,5428.86,,5436.39,,,12066.73,,7554.65,7850.53,,8795.3,8182.51,6067.33,,,,,5964.78,6841.09,9883.94,,,10283.14,6322.57,11803.99,,5809.72,12402.56,,,5604.44,11126.16,,,8776.75,7659.91,,,10790.23,1918.44,4987.95,,,,,,3569.06,,,,,,7169.83,,11751.39,4213.87,5003.01,7363.57,
2010-03-22,4191.96,,8301.81,6646.25,,4018.15,,,,13121.43,,,,13143.09,7090.44,,854.26,,98416.84,,4245.55,3910.54,,4418.95,,3596.85,5978.03,5466.7,,5405.98,,,12081.85,,7612.08,7856.79,,8838.98,8217.6,6096.56,,,,,5974.32,6944.59,9876.15,,,10303.56,6357.36,11931.82,,5825.77,12484.31,,,5605.92,11038.01,,,8851.6,7814.99,,,10851.01,1925.2,5077.81,,,,,,3583.34,,,,,,7217.97,,11794.94,4277.41,5034.58,7421.57,
